name,ip,model,cpu,gpu,memory_mib,gpu_mem_mib_each,num_pod,cpu_milli_left,memory_mib_left,gpu_milli_left_0,gpu_mem_mib_left_0,gpu_milli_left_1,gpu_mem_mib_left_1,gpu_milli_left_2,gpu_mem_mib_left_2,gpu_milli_left_3,gpu_mem_mib_left_3,gpu_milli_left_4,gpu_mem_mib_left_4,gpu_milli_left_5,gpu_mem_mib_left_5,gpu_milli_left_6,gpu_mem_mib_left_6,gpu_milli_left_7,gpu_mem_mib_left_7,gpu_milli_left,gpu_mem_mib_left
0000-openb-node-0626,,V100M16,32,4,137438953472,16160,6,2544,137438953472,190,3070,190,3070,410,6625,300,4848,0,0,0,0,0,0,0,0,1090,17613
0001-openb-node-0948,,T4,104,2,549755813888,15109,8,27196,549755813888,190,2870,30,453,0,0,0,0,0,0,0,0,0,0,0,0,220,3323
0002-openb-node-0006,,P100,64,2,274877906944,16280,6,7348,274877906944,210,3418,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,400,6511
0003-openb-node-0595,,T4,104,2,549755813888,15109,9,1848,549755813888,30,453,60,906,0,0,0,0,0,0,0,0,0,0,0,0,90,1359
0004-openb-node-0350,,P100,16,2,128849018880,16280,2,940,128849018880,350,5698,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,540,8791
0005-openb-node-0329,,G2,96,8,412316860416,20000,13,2668,412316860416,210,4200,70,1400,60,1200,190,3800,60,1200,190,3800,190,3800,130,2600,1100,22000
0006-openb-node-0335,,P100,8,1,64424509440,16280,2,0,64424509440,360,5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,5860
0007-openb-node-0446,,G2,96,8,412316860416,20000,14,5576,412316860416,190,3800,60,1200,190,3800,70,1400,70,1400,190,3800,80,1600,70,1400,920,18400
0008-openb-node-1197,,T4,104,2,549755813888,15109,5,13032,549755813888,60,906,190,2870,0,0,0,0,0,0,0,0,0,0,0,0,250,3776
0009-openb-node-0478,,P100,16,2,128849018880,16280,4,848,128849018880,40,651,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,230,3744
0010-openb-node-0184,,T4,104,2,549755813888,15109,6,52532,549755813888,60,906,90,1359,0,0,0,0,0,0,0,0,0,0,0,0,150,2265
0011-openb-node-0551,,G2,96,8,412316860416,20000,15,15436,412316860416,190,3800,190,3800,0,0,130,2600,30,600,60,1200,190,3800,190,3800,980,19600
0012-openb-node-0088,,G2,96,8,412316860416,20000,11,2984,412316860416,70,1400,770,15400,70,1400,190,3800,190,3800,190,3800,1000,20000,190,3800,2670,53400
0013-openb-node-0255,,T4,104,2,549755813888,15109,9,2100,549755813888,60,906,50,755,0,0,0,0,0,0,0,0,0,0,0,0,110,1661
0014-openb-node-0827,,G2,96,8,412316860416,20000,9,2440,412316860416,530,10600,370,7400,1000,20000,680,13600,530,10600,1000,20000,190,3800,840,16800,5140,102800
0015-openb-node-1037,,G2,96,8,412316860416,20000,13,8932,412316860416,70,1400,190,3800,190,3800,190,3800,190,3800,210,4200,120,2400,190,3800,1350,27000
0016-openb-node-0515,,G2,96,8,412316860416,20000,13,8280,412316860416,210,4200,90,1800,30,600,190,3800,190,3800,190,3800,190,3800,190,3800,1280,25600
0017-openb-node-0706,,T4,104,2,549755813888,15109,9,1592,549755813888,120,1813,60,906,0,0,0,0,0,0,0,0,0,0,0,0,180,2719
0018-openb-node-0030,,G2,96,8,412316860416,20000,9,1320,412316860416,190,3800,1000,20000,400,8000,350,7000,350,7000,1000,20000,190,3800,350,7000,3830,76600
0019-openb-node-0358,,G2,96,8,412316860416,20000,14,1424,412316860416,210,4200,190,3800,130,2600,120,2400,210,4200,190,3800,190,3800,190,3800,1430,28600
0020-openb-node-0108,,G2,96,8,412316860416,20000,14,7168,412316860416,190,3800,70,1400,30,600,30,600,190,3800,210,4200,190,3800,190,3800,1100,22000
0021-openb-node-0185,,G2,96,8,412316860416,20000,14,76,412316860416,160,3200,60,1200,50,1000,190,3800,190,3800,210,4200,190,3800,540,10800,1590,31800
0022-openb-node-0129,,T4,104,2,549755813888,15109,8,11348,549755813888,100,1510,190,2870,0,0,0,0,0,0,0,0,0,0,0,0,290,4380
