name,ip,model,cpu,gpu,memory_mib,gpu_mem_mib_each,num_pod,cpu_milli_left,memory_mib_left,gpu_milli_left_0,gpu_mem_mib_left_0,gpu_milli_left_1,gpu_mem_mib_left_1,gpu_milli_left_2,gpu_mem_mib_left_2,gpu_milli_left_3,gpu_mem_mib_left_3,gpu_milli_left_4,gpu_mem_mib_left_4,gpu_milli_left_5,gpu_mem_mib_left_5,gpu_milli_left_6,gpu_mem_mib_left_6,gpu_milli_left_7,gpu_mem_mib_left_7,gpu_milli_left,gpu_mem_mib_left
0000-openb-node-0604,,V100M16,8,1,34359738368,16160,2,848,34359738368,80,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1292
0001-openb-node-1137,,V100M16,32,4,137438953472,16160,4,1796,137438953472,0,0,1000,16160,190,3070,190,3070,0,0,0,0,0,0,0,0,1380,22300
0002-openb-node-0662,,G2,96,8,412316860416,20000,10,31292,412316860416,0,0,0,0,0,0,190,3800,30,600,70,1400,0,0,190,3800,480,9600
0003-openb-node-1145,,P100,16,2,128849018880,16280,3,1848,128849018880,290,4721,540,8791,0,0,0,0,0,0,0,0,0,0,0,0,830,13512
0004-openb-node-1152,,T4,104,2,549755813888,15109,6,46848,549755813888,70,1057,30,453,0,0,0,0,0,0,0,0,0,0,0,0,100,1510
0005-openb-node-0222,,G2,96,8,412316860416,20000,11,5778,412316860416,0,0,0,0,0,0,0,0,190,3800,210,4200,70,1400,190,3800,660,13200
0006-openb-node-0042,,G2,96,8,412316860416,20000,8,936,412316860416,0,0,0,0,190,3800,190,3800,350,7000,190,3800,1000,20000,1000,20000,2920,58400
0007-openb-node-0734,,G2,96,8,412316860416,20000,8,3028,412316860416,0,0,530,10600,530,10600,0,0,190,3800,190,3800,190,3800,1000,20000,2630,52600
0008-openb-node-0406,,G2,96,8,412316860416,20000,11,3228,412316860416,0,0,0,0,190,3800,0,0,350,7000,30,600,60,1200,190,3800,820,16400
0009-openb-node-0236,,T4,104,2,549755813888,15109,7,57848,549755813888,30,453,90,1359,0,0,0,0,0,0,0,0,0,0,0,0,120,1812
0010-openb-node-0788,,T4,104,2,549755813888,15109,5,13032,549755813888,190,2870,60,906,0,0,0,0,0,0,0,0,0,0,0,0,250,3776
0011-openb-node-0021,,P100,64,2,274877906944,16280,4,17782,274877906944,0,0,60,976,0,0,0,0,0,0,0,0,0,0,0,0,60,976
0012-openb-node-0355,,G2,96,8,412316860416,20000,11,2268,412316860416,0,0,260,5200,0,0,0,0,190,3800,660,13200,410,8200,190,3800,1710,34200
0013-openb-node-0976,,G3,128,8,824633720832,30000,17,3958,824633720832,0,0,0,0,80,2400,190,5700,0,0,100,3000,30,900,60,1800,460,13800
0014-openb-node-1062,,P100,16,2,128849018880,16280,2,800,128849018880,0,0,680,11070,0,0,0,0,0,0,0,0,0,0,0,0,680,11070
0015-openb-node-1179,,T4,104,2,549755813888,15109,6,53592,549755813888,60,906,70,1057,0,0,0,0,0,0,0,0,0,0,0,0,130,1963
0016-openb-node-0287,,G2,96,8,412316860416,20000,15,984,412316860416,70,1400,0,0,190,3800,120,2400,220,4400,190,3800,70,1400,80,1600,940,18800
0017-openb-node-0696,,T4,104,2,549755813888,15109,8,21448,549755813888,210,3172,30,453,0,0,0,0,0,0,0,0,0,0,0,0,240,3625
0018-openb-node-0175,,G2,96,8,412316860416,20000,10,26040,412316860416,0,0,190,3800,0,0,190,3800,60,1200,190,3800,190,3800,190,3800,1010,20200
0019-openb-node-0276,,G2,96,8,412316860416,20000,11,4362,412316860416,0,0,0,0,190,3800,300,6000,0,0,350,7000,190,3800,330,6600,1360,27200
0020-openb-node-0736,,G2,96,8,412316860416,20000,11,2396,412316860416,0,0,0,0,840,16800,190,3800,530,10600,680,13600,190,3800,770,15400,3200,64000
0021-openb-node-0070,,T4,104,2,549755813888,15109,6,6348,549755813888,190,2870,70,1057,0,0,0,0,0,0,0,0,0,0,0,0,260,3927
0022-openb-node-0886,,G2,96,8,412316860416,20000,11,1584,412316860416,0,0,80,1600,0,0,0,0,1000,20000,370,7400,190,3800,190,3800,1830,36600
0023-openb-node-0650,,T4,104,2,549755813888,15109,3,77032,549755813888,60,906,190,2870,0,0,0,0,0,0,0,0,0,0,0,0,250,3776
0024-openb-node-0212,,T4,104,2,549755813888,15109,3,86000,549755813888,70,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1057
0025-openb-node-0250,,G2,96,8,412316860416,20000,10,2924,412316860416,0,0,30,600,190,3800,450,9000,190,3800,0,0,1000,20000,530,10600,2390,47800
0026-openb-node-1095,,T4,104,2,549755813888,15109,5,54696,549755813888,190,2870,60,906,0,0,0,0,0,0,0,0,0,0,0,0,250,3776
0027-openb-node-0188,,G2,96,8,412316860416,20000,12,11092,412316860416,0,0,0,0,70,1400,450,9000,130,2600,190,3800,0,0,190,3800,1030,20600
0028-openb-node-0389,,T4,104,2,549755813888,15109,7,21540,549755813888,210,3172,190,2870,0,0,0,0,0,0,0,0,0,0,0,0,400,6042
0029-openb-node-0479,,P100,8,1,64424509440,16280,1,4848,64424509440,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,3093
0030-openb-node-0628,,P100,16,2,128849018880,16280,2,940,128849018880,190,3093,530,8628,0,0,0,0,0,0,0,0,0,0,0,0,720,11721
0031-openb-node-0772,,G2,96,8,412316860416,20000,10,2526,412316860416,0,0,0,0,0,0,0,0,1000,20000,630,12600,1000,20000,350,7000,2980,59600
0032-openb-node-0092,,G2,96,8,412316860416,20000,12,572,412316860416,0,0,190,3800,360,7200,30,600,530,10600,190,3800,530,10600,530,10600,2360,47200
0033-openb-node-0834,,G2,96,8,412316860416,20000,12,4266,412316860416,0,0,60,1200,190,3800,0,0,190,3800,190,3800,190,3800,60,1200,880,17600
