name,ip,model,cpu,gpu,memory_mib,gpu_mem_mib_each,num_pod,cpu_milli_left,memory_mib_left,gpu_milli_left_0,gpu_mem_mib_left_0,gpu_milli_left_1,gpu_mem_mib_left_1,gpu_milli_left_2,gpu_mem_mib_left_2,gpu_milli_left_3,gpu_mem_mib_left_3,gpu_milli_left_4,gpu_mem_mib_left_4,gpu_milli_left_5,gpu_mem_mib_left_5,gpu_milli_left_6,gpu_mem_mib_left_6,gpu_milli_left_7,gpu_mem_mib_left_7,gpu_milli_left,gpu_mem_mib_left
0000-openb-node-0260,,G2,96,8,412316860416,20000,8,190,412316860416,0,0,0,0,530,10600,0,0,0,0,0,0,0,0,0,0,530,10600
0001-openb-node-0858,,G2,96,8,412316860416,20000,7,1082,412316860416,0,0,0,0,0,0,1000,20000,1000,20000,1000,20000,350,7000,1000,20000,4350,87000
0002-openb-node-0619,,G2,96,8,412316860416,20000,10,1910,412316860416,0,0,0,0,0,0,350,7000,190,3800,680,13600,220,4400,0,0,1440,28800
0003-openb-node-0582,,G2,96,8,412316860416,20000,10,4572,412316860416,0,0,0,0,0,0,0,0,190,3800,120,2400,60,1200,190,3800,560,11200
0004-openb-node-0882,,T4,104,2,549755813888,15109,6,8440,549755813888,210,3172,190,2870,0,0,0,0,0,0,0,0,0,0,0,0,400,6042
0005-openb-node-1135,,G2,96,8,412316860416,20000,9,9336,412316860416,0,0,0,0,0,0,0,0,190,3800,0,0,0,0,190,3800,380,7600
0006-openb-node-0431,,P100,16,2,128849018880,16280,2,848,128849018880,0,0,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,190,3093
0007-openb-node-1096,,T4,104,2,549755813888,15109,2,81300,549755813888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0008-openb-node-1052,,P100,16,2,128849018880,16280,2,92,128849018880,770,12535,530,8628,0,0,0,0,0,0,0,0,0,0,0,0,1300,21163
0009-openb-node-0985,,P100,16,2,128849018880,16280,3,848,128849018880,80,1302,190,3093,0,0,0,0,0,0,0,0,0,0,0,0,270,4395
0010-openb-node-1151,,T4,104,2,549755813888,15109,6,19848,549755813888,0,0,30,453,0,0,0,0,0,0,0,0,0,0,0,0,30,453
0011-openb-node-1171,,G2,96,8,412316860416,20000,11,980,412316860416,0,0,0,0,30,600,210,4200,0,0,0,0,190,3800,530,10600,960,19200
0012-openb-node-0016,,P100,64,2,274877906944,16280,4,16192,274877906944,0,0,130,2116,0,0,0,0,0,0,0,0,0,0,0,0,130,2116
0013-openb-node-0003,,P100,64,2,274877906944,16280,6,30348,274877906944,80,1302,80,1302,0,0,0,0,0,0,0,0,0,0,0,0,160,2604
